title;snippet
Tencent's Supercell Deal Reinforces Mobile-Gaming Leadership -- Market Talk;"0210 GMT [Dow Jones] Index heavyweight Tencent (0700.HK) rises 1.4% despite broader market weakness after the Chinese internet giant said it plans to partner with other investors to buy an 84% stake in Supercell, a Finnish software maker known for its ""Clash of Clans"" game app, from Softbank for US$8.6 billion. Daiwa says Tencent could leverage on Supercell's insight to expand its game offerings to global markets. After the deal, ""we see a solidified market leader position for Tencent in the mobile game industry globally,"" the house says. It keeps Tencent as its top pick for the sector with a HK$205.00 target. The stock is up 1.3% at HK$175.10, versus the Hang Seng Index's 0.5% decline. (joanne.chiu@wsj.com, Twitter: @joannechiuhk)

Editor: JFN

"
Notable & Quotable;"From Barry Goldwater's speech accepting the Republican presidential nomination in 1964:

Those who seek absolute power, even though they seek it to do what they regard as good, are simply demanding the right to enforce their own version of heaven on earth. And let me remind you, they are the very ones who always create the most hellish tyrannies. Absolute power does corrupt, and those who seek it must be suspect and must be opposed. Their mistaken course stems from false notions of equality, ladies and gentlemen. Equality, rightly understood, as our founding fathers understood it, leads to liberty and to the emancipation of creative differences. Wrongly understood, as it has been so tragically in our time, it leads first to conformity and then to despotism.

[License this article from Dow Jones Reprint Service]

"
UK's EU Exit Could Hit Samsung Group Hardest -- Brexit Market Talk;"0838 GMT [Dow Jones] Of the major South Korean conglomerates, Samsung Group (SSN.YY) could be hit hardest should voters in the U.K. opt to leave the European Union, according to the Korea 20,000 Corporations Institute, a local research firm. Samsung has the highest exposure to Britain, followed by Hyundai Motor Group (005380.SE) and LG Group (LGG.YY). ""In the event of a Britain exit, the country will need to establish a new trade pact with Korea. Until then, Korean exports to the U.K. will face higher tariffs, incurring more costs,"" says Oh Il-sun, head of the institute. But overall, he adds any negative impact of 'Brexit' on Korea will be limited as Britain accounts for just 2% of the overseas operations of Korea's four largest business groups: Samsung, Hyundai Motor, SK and LG. (in-soo.nam@wsj.com)

Editor: JFN

"
Jose Reyes 2.0 Debuts in Coney Island --- The 33-year-old former star shortstop says he's happy to be back, but can he really help the Mets?;"The pep in Jose Reyes's step was familiar: He bounced in and out of the batting cages and gracefully gobbled up ground balls. He flashed the fluorescent smile that Mets fans fell in love with 13 years ago.

It all felt recognizable, but plenty has changed in Reyes's return to the Mets, which began Sunday afternoon with the Single-A Brooklyn Cyclones. He is no longer universally adored the way he once was after a two-month suspension under the league's domestic violence policy. And he is no longer the superstar that electrified Queens the way few players have in franchise history.

"
"Chinese, Russian Presidents Criticize West for Weakening Global ""Strategic Stabili";"Chinese President Xi Jinping and Russian President Vladimir Putin criticized Western actions that weaken global ""strategic stability"" and infringe on Beijing's and Moscow's interests in joint statements that followed a one-day bilateral meeting in Beijing on Saturday.

The statements outlined Chinese and Russian consensus on a range of global military, economic and diplomatic issues, and underscored a deepening partnership between Beijing and Moscow against their geopolitical rivals in the West.

"
Business News: Goodrich Petroleum Seeks Assets Sale, in Change of Plan;"Goodrich Petroleum Corp. has changed the direction of its chapter 11 case, pursuing a sale of its assets rather than the debt-for-equity swap it negotiated with bondholders before filing for bankruptcy.

The oil-and-gas production company on Thursday requested an emergency hearing in bankruptcy court, scheduled for next Wednesday, on its proposed sale.

"
"China Huarong May Not Moved; To Issue 6.895b A-Shares";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Bristol-Myers Squibb's bladder cancer treatment granted breakthrough therapy desig;"Bristol-Myers Squibb Co. (BMY) said Monday that its bladder cancer treatment, Opdivo, was granted breakthrough therapy designation by the Food and Drug Administration. The designation allows for the expedited development and review of medicines which have shown early signals of potential clinical benefit in serious diseases. ""Urothelial cancer is a common type of bladder cancer where patients experience high rates of recurrence and remains an area where new treatment approaches are needed, further underscoring the importance of this designation for Opdivo,"" said Jean Viallet, global clinical research lead at Bristol-Myers. The stock, which was still inactive in premarket trade, has gained 2.7% year to date, while the S&P 500 has slipped 0.3%.

-Tomi Kilgore; 415-439-6400; AskNewswires@dowjones.com

"
China Construction Bank Bounces Back From Temasek Selldown -- Market Talk;"0314 GMT [Dow Jones] The share price of China Construction Bank Corp (0939.HK) was initially down 6.7% after it said in a filing after market hours Tuesday that Singapore investment fund Temasek sold 555 million shares (or a 0.2% stake) in the state-controlled bank, one of China's big four. China Construction quoted Temasek saying the sale was part of rebalancing of its equity portfolio and that it was still optimistic about the economy of China and the Bank's development prospects. Chinese banks are grappling with sharply rising levels of bad loans as the economy slows. The bank's shares have since recovered, however, and are now up 1.09% at HK$4.93. (kenan.machado@wsj.com)

Editor JSM

"
"MARKET TALK: HSI Up 0.2%, CEI Up 0.7%; Heavyweights Remain Soft";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Credit Suisse Cuts McDonald's Target On Brexit, Choppy U.S. Sales -- Barron's;"From apparel makers to industrial stocks, it seems that nothing is safe from Brexit's fallout, not even Happy Meals.

Credit Suisse's Jason West and his team today reiterated an Outperform rating on McDonald's ( MCD), but lowered their target price by $5, to $130, and also cut their earnings per share estimates through 2017 to account for the impact of Brexit.

"
Timing Good for China RRR Cut This Weekend After U.K. Vote: ANZ -- Brexit Market Talk;"0524 GMT [Dow Jones] This weekend provides a good window for China's central bank to take monetary policy action to help improve sentiment, with Brexit now the apparent outcome of the U.K. referendum, say Raymond Yeung and David Qu, economists with ANZ Research. Next Monday is the regular submission day for the reserve requirement and the tax payment period is coming up, they say. July 5 is the next day for reserve requirement submissions, so market liquidity could tighten in the meantime, they add. (pei.li@wsj.com)

Editor: PJK

"
Business News: Germany Opens Probe Of Former VW Chief;"FRANKFURT -- German prosecutors have opened an investigation into former Volkswagen AG Chief Executive Martin Winterkorn and another unnamed person on suspicion of market manipulation in the auto maker's emissions-rigging scandal.

The prosecutors' office in the city of Braunschweig, which is leading other investigations involving Volkswagen, said on Monday there were indications that the company could have warned of potential financial losses connected with the scandal earlier than it did.

"
Risk Seen in Chinese Banks' Rising Investments in Loans & Receivables -- Marke;"0326 GMT [Dow Jones] Moody's says that the surge in investments in loans and receivables by Chinese banks, while supportive of earnings and capital generation in the short term, raises asset quality, liquidity and interest rate risks in the long term. Data from the 26 listed banks shows that investments in these asset classes jumped to CNY10.5 trillion at end-2015 from CNY2.5 trillion at end-2012, led by joint-stock commercial banks and regional banks, according to Moody's. By end-2015, 68% of these investments comprised trust and asset management schemes established by non-bank financial institutions, 13% wealth management products, and 19% bonds issued by governments, financial institutions and corporates.

"
World News: India's Resurgent Inflation to Test Next Bank Chief;"NEW DELHI -- Before India's central-bank governor abruptly announced his departure on Saturday, the hot-button economic -- and political -- issue occupying the country's leaders was soaring prices of onions, sugar and lentils.

Resurgent inflation was for decades a steady drain on savings and incomes in the world's second-most-populous country, and a source of uncertainty for investors and industrialists. It is likely to be the first big test for Raghuram Rajan's successor at the Reserve Bank of India, who has yet to be named.

"
"MARKET TALK: Vanke 4-Month Low; Development Hurts Share Price-CIMB";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Skullcandy Quickly Gets Another Buyout Offer -- Market Talk;"6:22 ET - Beaten-down headphone maker Skullcandy (SKUL) quickly received a competing bid after reaching a deal Friday on a $177M, or $5.75/share buyout. That agreement included a 30-day go-shop provision, and SKUL this morning acknowledges Mill Road Capital's late-Friday filing with the SEC in which the investment firm noted its offer to buy the rest of SKUL at $6.05/share. This as the company has been a heavy buyer the past 2 weeks, including 2.1M shares after Friday's post-deal pop to put its stake at 2.8M, or 9.8% of SKUL shares outstanding. The stock ""represents an attractive investment opportunity,"" Mill Road's filing says. SKUL will review the offer and any others which may come the next 4 weeks. It closed Friday $5.76, hitting an 8-month high. (kevin.kingsbury@wsj.com; @kevinkingsbury)

(END) Dow Jones Newswires

"
Europe Banks Hit Hardest in Selloff;"Banks on both sides of the Atlantic were pummeled by the U.K.'s decision to exit the European Union, hurt by concern about the potential for big trading losses, slowing economic growth and the prospect of even lower interest rates for longer.

Even so, the severity of share-price falls highlighted the widening divide between how markets perceive the strength of U.S. banks and their overseas peers as the damage was far worse in Europe. The U.K. decision came just hours after the U.S. Federal Reserve in the first round of its annual bank ""stress tests"" said the biggest U.S. banks were strong enough to withstand a hypothetical recession and sharp market falls.

"
ARENA --- Sports: The Lessons Baseball Can Teach;"Pssssst! Do you want to read a really positive story about kids and baseball?

I know: not what you were expecting, right? Seems like every other day, there's some hand-wringing claim about baseball's shrinking influence upon today's youth. When we talk about baseball, geezers like us might as well be talking about pay telephones, vinyl records and hard candy!

"
Red Hat 1Q EPS 33c >RHT;"*Red Hat 1Q Adj EPS 50c >RHT

*Red Hat 1Q Net $61.2M >RHT

"
Chinese Developers Overpaying for Land;"[Financial Analysis and Commentary]

If the cost of flour is higher than the price of bread, what should a baker do? Chinese property developers are choosing to buy more flour.

"
Opening of Offshore Yuan Market Aimed at Smoothing Volatility -- Market Talk;"0945 GMT [Dow Jones] China's central bank said Tuesday it's mulling letting domestic banks trade offshore yuan. This may be part of an earlier deal to get the yuan into the basket of currencies backing the International Monetary Fund's special drawing rights. But this may also be about smoothing out volatility in the offshore market, Natixis analysts say. Chinese banks would have a mandate to stabilize the offshore market to avoid instability akin to what was seen in January, when the spread between CNH (yuan that is traded offshore) and onshore yuan hit over 1,400 basis points, analysts say. ""This inference is quite probable in that we believe the yuan to weaken during the next Fed rate hike or other flight-to-safety events,"" they say. The analysts also say that it should be good news for offshore hedge funds, who trade CNH as a proxy for onshore yuan, and who would like to see more liquidity in CNH and better convergence with the onshore currency. (grace.zhu@wsj.com)

Editor JSM

"
France National Front Party Hails UK Referendum Result -- Brexit Market Talk;"France's National Front party welcomes the U.K. vote to exit the EU, hailing a ""beautiful lesson in democracy"" and calling for a referendum in France. ""The British people have chosen. French people aren't dumber or lesser citizens than they are--the French have a right to choose too,"" National Front vice president Florian Philippot says on French television channel BFM TV. Marine Le Pen's National Front has become increasingly anti-European in recent years as it toned down overt far-right xenophobia. The shift has paid dividends at the polls, and most surveys now show Ms. Le Pen will reach the second round of a presidential election, knocking out a mainstream candidate from the Socialist Party or the center right. ""The EU is sinking. It will be replaced by nations,"" Mr. Philippot says. (william.horobin@wsj.com)

(END) Dow Jones Newswires

"
Financial ETFs Lose REITs;"You know what they say about real estate: location, location, location. Now that applies to real estate stocks as well.

Real estate investment trusts, typically lumped in with financial stocks, are poised to migrate into their own sector group. And that means big changes are afoot for financial-stock exchange-traded funds.

"
Icann and the Overrepresentation of the U.S.;"L. Gordon Crovitz claims that the 2015 net-neutrality protections passed by the FCC and upheld in court last week ""stifle the internet and discourage investing in broadband"" (""A Shadow Falls Over Silicon Valley,"" Information Age, June 20). Mr. Crovitz cites telecom-industry economist Hal Singer to support this notion.

Mr. Singer's flawed analysis is flat-out wrong. It uses selective data and excludes investments from the real total reported by broadband companies. My organization Free Press ran the actual numbers and found that broadband-industry capital expenditures increased in 2015, as did the industry's profits and revenue. Unlike Mr. Singer's, our analysis is based on a thorough review of these companies' public statements as well as their quarterly and annual reports to the Securities and Exchange Commission.

"
CK Hutchison's A3 Rating Unaffected by U.K. Vote to Leave EU: Moody's -- Mark;"0130 GMT [Dow Jones] Moody's says that the U.K. vote to leave the European Union is negative for CK Hutchison (0001.HK), but will have no impact on the conglomerate's A3 issuer rating or stable rating outlook. The U.K. is the key profit contributor to CK Hutchison, but the inherent stability of its U.K, businesses limits any impact on its operations stemming from the macroeconomic risks following Brexit, says Moody's. About 21% of CK Hutchison's revenue and 34% of its Ebitda was derived from the U.K. in 2015 with a large portion from U.K. infrastructure and telecommunications businesses that have stable demand.Moody's says the potential sterling depreciation could impact CK Hutchison's results, but its net currency exposure is manageable, adding that the company also maintains a strong liquidity profile. (carol.chan@wsj.com)

Editor: CNG

"
Gold Loses Some Sizzle as UK Vote Too Close to Call -- Market Talk;"0239 GMT [Dow Jones] The rally in gold amid the uncertainty over the U.K. vote count lost some steam as profit-taking set in Asia trade. The ongoing vote count so far is showing a split between those who have opted to remain and those wanting to leave the European Union. ""It is too early to decide which way it will go,"" says Seamus Donoghue, Singapore-based chief executive officer of Allocated Bullion Solutions. ""I think it is still noise at this point."" He said a clear trend in gold prices is likely to be evident only closer to the final tally. Spot gold is trading at $1,280/oz, up 1.8% from the previous close. (biman.mukherji@wsj.com)

Editor: JFN

"
Square Has No Clear Path to Profitability;"[javax.xml.bind.JAXBElement@77386fd3, javax.xml.bind.JAXBElement@257f4a0b, javax.xml.bind.JAXBElement@401c7c1c]

Square (SQ: NYSE) By Evercore ISI ($9.20, June 21, 2016)

"
China's Move To Weaken Yuan Betrays Beijing's Fears of Leave Vote -- Brexit M;"0235 GMT [Dow Jones] The Chinese central bank's unexpected move to set the yuan's reference exchange rate against the dollar lower this morning does betrays Beijing's worries about the global repercussions of a 'Leave' outcome of the U.K. referendum, traders say. The People's Bank of China made the dollar-yuan fixing at 6.5776 versus Thursday's 6.5658, representing a 0.2% drop for the yuan. The pair is now trading at 6.5960 vs 6.5778 yesterday's close in the onshore market. ""It's definitely a deliberate move. The authorities worry that a Leave outcome might cause a surge in the dollar so that they want to leave enough space for the yuan to fall later,"" says a Shanghai-based senior trader at a domestic bank. (hong.shen@wsj.com)

Editor: JFN

"
Britain's EU Referendum: Judge Ties Lawmaker's Killing to Terrorism;"LONDON -- Thomas Mair, the man charged with murder in the slaying of British lawmaker Jo Cox, appeared in court Monday by video link from jail for a brief hearing in which the judge told him his case will be treated as terrorism-related.

Mr. Mair hasn't been charged with terrorism, which under U.K. law is deemed a less serious offense than murder. But if prosecutors believe a crime such as murder has a terrorist element, they can ask that the matter be expedited under terrorism protocols allowing for a senior judge to hear the case.

"
WSJ.D Technology: Facebook Still Seeks An Entry Into China;"REDWOOD CITY, Calif. -- Facebook Inc. executives Monday reiterated interest in entering China, where the world's largest social network is banned, as they answered questions at the company's annual shareholder meeting.

""We're learning, we're studying about the Chinese market and we'll see what happens,"" Chief Operating Officer Sheryl Sandberg said, adding that she was in China last week.

"
WSJ.D Technology: Tech Firms Weigh Interests Before U.K Vote;"Microsoft Corp. was for a decade pursued by European Union antitrust cops, who fined it GBP 2.2 billion ($2.48 billion). But when customers and employees last month asked executives whether the company wanted the U.K. to leave the bloc, the firm sent an open letter urging it to stay.

""Historically, the U.K. being part of the EU has been one of several important criteria that make it one of the most attractive places in Europe,"" wrote Microsoft's U.K. chief, Michel Van der Bel.

"
Energy Stock Sales Reach a Record;"Stock sales by two North American oil-and-gas producers vaulted the sums raised by such deals this year to record levels, while further cementing the southwestern Permian Basin as the U.S. oil patch's hottest region.

Denver-based driller QEP Resources Inc. and Canada's Birchcliff Energy Ltd. announced offerings late Tuesday that brought to more than $20 billion the total in North American oil-and-gas company share sales this year. That figure tops the record of roughly $19 billion raised in follow-on stock offerings -- in which already-public companies sell new shares -- for oil-and-gas producers for all of last year, according to a Wall Street Journal analysis of Dealogic data.

"
U.S. Supreme Court Deadlock Blocks Obama Immigration Plan;"WASHINGTON -- A Supreme Court stalemate on Thursday blocked President Barack Obama's plan to defer deportation and provide work authorization to millions of illegal immigrants, but the 4-4 tie created no precedent and kicked the issue back into the political fray.

The one-sentence decision was an anticlimactic end to Mr. Obama's ambitious plan to push his executive authority over immigration to the outer limit, a move blocked by a federal court in Brownsville, Texas, after Texas led 26 Republican-leaning states in a lawsuit against the policy.

"
Soaring Rents Start to Level Off;"The largest U.S. apartment landlords are betting that hordes of millennials streaming into cities will keep pushing rents sky-high.

But an expected spike in new supply in some key markets suggests their wager might be shakier than they thought.

"
AIG Won't Rush To Decisions on UK Operations -- Brexit Market Talk;"6:19 ET - It isn't just the banks that make up London's international financial community. There also are insurers. But don't count on many of them to immediately reveal their next step, as there are additional moves to unfold before decision time comes. AIG, one of the biggest global insurers with a large outpost in the UK, said Friday morning that its AIG Europe network of international offices ""has been actively planning for any contingency in the referendum outcome. We will closely monitor the progress of the UK's negotiations with the EU, and participate in the debate with the Government and Trade Bodies as appropriate. We will continue to evaluate our options as the shape of the future relationship between the UK and EU becomes clearer."" (leslie.scism@wsj.com)

(END) Dow Jones Newswires

"
Business News: Korean Battery Makers Stumble in China;"SEOUL -- South Korea's two biggest electric-vehicle battery makers -- LG Chem Ltd. and Samsung SDI Co. -- have failed to get battery certifications from China, dealing a blow to their plans to expand capacity in the world's largest auto market.

LG and Samsung, which control one-third of the world's battery market for electric vehicles, said Tuesday their recent applications for certification were rejected.

"
Tesla's buyout of SolarCity is a negative for the stock, analysts say;"By Tomi Kilgore, MarketWatch

Analysts say deal is fraught with risk, has a low probability of closing

"
Business News: VW Official In Korea Is Arrested;"SEOUL -- An executive at Volkswagen AG's South Korean unit was arrested amid widening investigations into the German auto maker's emissions-test cheating scandal.

Prosecutors on Friday arrested the executive, identified by his surname as Yoon, 52 years old, and took him into custody on charges of submitting manipulated data to South Korean authorities, said a spokesman for the Seoul Central District Prosecutor's Office.

"
Sturgeon Sees Second Independence Referendum for Scotland;"LONDON—Scottish first minister Nicola Sturgeon said Friday the Scottish government will begin preparing legislation to hold a second referendum on independence after the U.K. voted to leave the European Union.

She said a fresh vote on secession is now ""highly likely"" after the exit vote. Scotland voted to remain a member, as did Northern Ireland, but the weight of voters in England and Wales backing departure meant a majority in the U.K. overall wanted out.

"
World News: Israel, Turkey to Restore Full Ties;"Israel and Turkey agreed to restore full diplomatic ties after more than six years of animosity, clearing the way for renewed cooperation between the U.S. allies and an easing of Israel's blockade of the Hamas-ruled Gaza Strip.

Officials from both countries said late Sunday that negotiators in Rome had reached a deal that will be made public in Jerusalem and Ankara on Monday. Israeli Prime Minister Benjamin Netanyahu was in Rome to meet with Secretary of State John Kerry and speak about the agreement.

"
Chinese SOEs Continue Offshore Funding Blitz -- Market Talk;"0302 GMT [Dow Jones] An offshore funding blitz of state-owned companies linked to Chinese local governments continues. Yunnan Metropolitan Construction Investment Group has hired four investment banks to arrange roadshows for an upcoming U.S. dollar bond offering, according to a mandate seen Wednesday by The Wall Street Journal. It is the third SOE from Yunnan province to tap the offshore bond market since March, when Yunnan Provincial Investment Holdings raised US$300 million via a three-year dollar bond. Another SOE, Yunnan Provincial Energy Investment, then raised US$300 million via a three-year dollar bond sale in April. Fitch has assigned a BBB+ rating with a stable outlook on Yunnan Metropolitan Construction.

"
House Republicans to Unveil Health-Insurance Proposal;"WASHINGTON -- House Republicans on Wednesday were set to unveil a collection of ideas for remaking the U.S. health insurance system that would repeal the 2010 Affordable Care Act and replace it with tax credits Americans could use to pay for private insurance.

The plan leaves myriad details to be filled in, which Republicans say would occur next year, when the party hopes to install presumed nominee Donald Trump in the White House. But by rolling out a broad plan now, they aim to give voters a chance to weigh an alternative health-care system -- and give the party an agenda on which to run -- before the November elections.

"
Style & Travel: Ask Teri;"[Teri Agins answers readers' fashion questions]

Q: How can I keep my shorts from bunching up between my thighs when I am walking? These are Bermuda shorts -- the longer ones that stop around midthigh.

"
Hyundai Merchant Marine in Talks to Join 2M Alliance;"SEOUL--Hyundai Merchant Marine Co. (011200.SE), one of South Korea's major shipping lines, has entered negotiations to join the world's largest shipping alliance as it struggles to survive an industry slump.

""2M has wanted to enhance its influence in the Asian region. And we want to raise our presence in Asia-U.S. route. Both sides will benefit from a successful deal,"" Hyundai Merchant said in a statement Thursday.

"
World News: Spain Votes in Rerun of 2015 Election;"MADRID -- Spaniards voted in the nation's second electionin six months on Sunday, with turbulence from the U.K.'s vote to leave the European Union further clouding a battle among four parties seeking to woo an electorate angry about high unemployment and corruption.

Polls suggest the result won't be much different from that in last December's election, which led to months of rancorous negotiations that fizzled out without a government being seated.

"
UK May PSNB +GBP9.7B Vs +GBP10.1B Year Ago;"*UK May PSNB Was Expected At +GBP9.5B

*UK May PSNCR +GBP4.5B Vs +GBP11.7B Year Ago

"
EU Tumult Ripples Through Markets --- Chinese officials, hoping for stability in markets, now face a test over yuan;"BEIJING -- A few days before Britons voted to leave the European Union, Chinese Premier Li Keqiang visited the central bank's monetary-policy department to make a simple point: The yuan must be kept stable.

That came on the heels of a meeting at China's top securities watchdog, where officials emphasized that China's market turmoil last summer must not be repeated this year, according to people close to the agency. That directive will now be put to the test.

"
Red Hat slumps after announcing quarterly earnings, deal to buy 3scale;"Shares of Red Hat Inc. (RHT) fell in Wednesday's extended session after the open-source software provider posted in-line quarterly earnings and said it will buy API management company 3scale for an undisclosed amount. Red Hat reported fiscal first-quarter earnings rose to $61.2 million, or 33 cents a share, from $48 million, or 26 cents a share, a year earlier. On an adjusted basis, the company known for its Linux OpenStack platform would have earned 50 cents a share. Revenue grew 18% to $567.9 million. Analysts surveyed by FactSet had forecast earnings of 50 cents a share on revenue of $563 million. Red Hat projected second-quarter adjusted earnings per share of 54 cents, which is slightly below analysts' outlook of 55 cents a share. The company also announced it will buy back up to $1 billion in shares. Red Hat's stock fell nearly 5% after hours.

-Sue Chang; 415-439-6400; AskNewswires@dowjones.com

"
"Hengan Dn; CS Downgrades To Underperform";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Brexit Rocks Stocks as Dow Falls 1.6%;"[Vital Signs]

Financial markets round the world slumped Friday, blindsided by the previous day's stunning Brexit vote. The major U.S. stock indexes fell nearly 4% Friday and finished down over 1% on the week, after having been up 2% just before Thursday's referendum.

"
World News: EU Moves Toward Renewing Russia Sanctions;"PARIS -- French President Francois Hollande called for European economic sanctions on Russia to remain in place while the peace process in eastern Ukraine is unfinished, lending momentum to renew the measures when they expire at the end of July.

In Brussels on Tuesday, ambassadors from the 28 European Union member states agreed to move to renew the sanctions, diplomats said, although France is seeking some time to consult parliament on the decision.

"
SolarCity Forms Special Committee to Review Tesla Offer;"SolarCity Corp. formed a special committee to evaluate an acquisition offer made by Tesla Motors Inc., addressing potential conflicts with directors with overlapping interests in the companies.

Tesla last week made an all-stock offer to purchase SolarCity for up to $2.8 billion.

"
Two Can Play at Climate 'Fraud';"Eric Schneiderman and Sheldon Whitehouse, call your office. The New York Attorney General and Rhode Island Senator who helped to launch the prosecution of dissent on climate change may not like where their project is headed. Thirteen state Attorneys General have sent a letter pointing out that if minimizing the risks of climate change can be prosecuted as ""fraud,"" then so can statements overstating the dangers of climate change.

That's the news contained in a letter that the Republican AGs of Alabama, Alaska, Arizona, Arkansas, Louisiana, Michigan, Nebraska, Nevada, Oklahoma, South Carolina, Texas, Utah and Wisconsin dispatched to Mr. Schneiderman and other AGs on June 15.

"
France Slows Eurozone Economic Rebound Amid 'Brexit' Uncertainty;"The eurozone economy likely slowed in the three months to June after a first-quarter pickup, according to surveys of purchasing managers that highlighted weakness in France, the currency area's second-largest economy.

The surveys suggest the eurozone entered a fourth year of recovery in the second quarter, but remained stuck in a combination of low growth and subdued inflation that it shows few signs of escaping soon.

"
Online-Video Viewers Open Wallets in China>BIDU;"(Correction: Yang Xianghua is the senior vice president of iQIYI. ""Online-Video Viewers Open Wallets in China"" published at 3:30 p.m. ET Wednesday, misstated the senior vice president's name as Yang Xiangdong in the 14th paragraph.)

Li Yuan

"
"SNB Alert After U.K. Vote; May Need to Intervene -- Brexit Market Talk";"0536 GMT Commenting on the U.K. vote to leave the EU and its implications for Switzerland, analysts at Swissquote write: ""Clearly the [Swiss National Bank] will be watching developments with wariness. Should the single currency begin pricing the break-up of the EU-28 and possible EMU, we expected a significant rotation into CHF, forcing the SNB to act,"" they write. The first line of defense would likely be currency intervention to keep the euro from weakening too much against the franc, they add. EUR/CHF trades at 1.0705, down 1.9%. (brian.blackstone@wsj.com)

Contact us in London. +44-20-7842-9464

"
More Heat on Mozambique --- IMF joins others calling for inspection of the country's undisclosed loans;"The International Monetary Fund has added its voice to the growing diplomatic clamor for an international audit of Mozambique's finances.

IMF staff traveled to Mozambique in recent days to confer with its government on a worsening economic performance and poor financial governance after more than $1 billion of previously secret loans were disclosed to international donors and investors in April.

"
Feathers From Wind Farms Can Meet Apaches' Needs;"Regarding your editorial ""Washington Lets Apaches Wear Feathers"" (June 13): It seems odd that the U.S. Fish and Wildlife Service would try to prosecute the tribes for using eagle feathers in their religious ceremonies and propose a rule that allows wind farms to kill as many as 4,200 eagles a year. The Apaches can pick up all the eagle feathers (and hawk, condor and other protected species' feathers) they need from dead birds around wind farms.

Roy Nelson

"
Business News: U.S., EU Agree On Data Transfer;"BRUSSELS -- The U.S. and the European Union agreed to revisions to a trans-Atlantic data-transfer framework that sets strict conditions for how companies handle personal information transfers, paving the way for the agreement's formal unveiling next month.

The European Commission, the bloc's executive arm, has been negotiating with the U.S. over the final technical details of the so-called Privacy Shield since the deal was disclosed in February. The framework replaces a prior agreement called Safe Harbor, which had been in effect since 2000 but was struck down in October over concerns of mass surveillance by the U.S. government.

"
U.S. Investors Can Weather Storm;"[Financial Analysis and Commentary]

U.S. traders were running from the ""Brexit"" on Friday. But while Britain's vote to leave the European Union might affect the contours of the U.S. economy, it may have very little effect on how rapidly the economy grows.

"
REVIEW --- Moving Targets: When Summer Camp Was No Fun;"Summer camp used to be a place people sent their children hoping that when they came back from two weeks of hell, they'd be less whiny and more appreciative of their parents. Summer camp wasn't supposed to be fun; it was a socially acceptable form of house arrest. It was a place you couldn't go crying to Mommy when bullies started working you over. It was a place where you couldn't get away from voracious mosquitoes, bad food, extremely annoying forms of communal singing and storytellers determined to share the wisdom of yore. Summer camp was supposed to be like real life, only worse.

"
German Official Says U.K. Might Reconsider Brexit;"BERLIN—The British government should be given time to weigh the consequences of an exit from the European Union, a close aide to German Chancellor Angela Merkel has said in the first sign that Berlin didn't see Britons' vote to leave the bloc as irrevocable.

""Politicians in London should have the possibility to think again about the fallout from an exit,"" Peter Altmaier, the chancellor's chief of staff, told a consortium of German regional newspapers in an interview to be published Monday.

"
Emails Reveal Bitter Silicon Valley Fight;"Animosity between Silicon Valley heavyweights Meg Whitman and Frank Quattrone is on stark display in recently released court papers that provide a rare behind-the-scenes look at the cutthroat world of technology takeovers.

Simmering tension between Ms. Whitman, now the chief executive of Hewlett Packard Enterprise Co., and Mr. Quattrone, one of Silicon Valley's top investment bankers, erupted over Hewlett Packard's purchase of Aruba Networks Inc. last year.

"
Britain's EU Referendum: Cameron Makes a Last-Ditch Vow;"LONDON -- Prime Minister David Cameron pledged to pursue greater European Union overhauls if Britons backed his call to stay in the bloc in Thursday's referendum, a last-minute promise to voters flirting with an exit that was immediately undercut by the head of the European Commission.

Campaigners on opposing sides of the U.K.'s debate over its relationship with the European Union made their final pitches to British voters Wednesday ahead of a historic vote that is being closely watched in financial markets, European capitals and beyond. The most recent opinion polls continued to show the outcome too close to call.

"
Chip Stocks Returning Above-Average Cash;"MKM Partners

Broad-based analog companies tend to highlight capital-generation and return strategy, in response to industry maturity and reduced investment opportunities.

"
"MARKET TALK: China Bks Dn Along HSI; ICBC 2nd Runner-Up On Short Sell";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Sturgeon Sees Second Independence Referendum for Scotland;"LONDON—Scottish first minister Nicola Sturgeon said Friday the Scottish government will begin preparing legislation to hold a second referendum on independence after the U.K. voted to leave the European Union.

She said a fresh vote on secession is now ""highly likely"" after the exit vote. Scotland voted to remain a member, as did Northern Ireland, but the weight of voters in England and Wales backing departure meant a majority in the U.K. overall wanted out.

"
"Dumbo Doesn't Fly at Disney's New Shanghai Theme Park --- Attractions get renamed to make sense in Chinese; Little Flying Elephant";"SHANGHAI -- When Qi Zhu visited Shanghai Disneyland on a day of testing before the theme park opened last week, she was confused by its slogan: ""Ignite the magical dream within your heart."" When translated into Chinese, those words can easily be read as ""strange dream.""

""I was like: 'What is a strange dream?' "" says Ms. Qi, a marketing employee at a Shanghai company. ""Why would I want a strange dream in a park?""

"
